time,coolant (degF),catalyst (degF),speed (mph),engine
2025-08-02 06:24:49.113,48.2,77.18,0.0,1
2025-08-02 06:24:49.270,48.2,79.7,0.0,1
2025-08-02 06:24:49.397,48.2,84.38,0.0,1
2025-08-02 06:24:49.546,48.2,87.08,0.0,1
2025-08-02 06:24:49.698,48.2,92.12,0.0,1
2025-08-02 06:24:49.800,48.2,94.82,0.0,1
2025-08-02 06:24:49.967,48.2,97.16,0.0,1
2025-08-02 06:24:50.114,48.2,102.74,0.0,1
2025-08-02 06:24:50.235,48.2,105.08,0.0,1
2025-08-02 06:24:50.379,48.2,107.78,0.0,1
2025-08-02 06:24:50.529,48.2,113.18,0.0,1
2025-08-02 06:24:50.650,48.2,115.88,0.0,1
2025-08-02 06:24:50.804,48.2,121.28,0.0,1
2025-08-02 06:24:50.949,48.2,124.16,0.0,1
2025-08-02 06:24:51.106,48.2,129.92,0.0,1
2025-08-02 06:24:51.225,48.2,132.8,0.0,1
2025-08-02 06:24:51.374,48.2,135.68,0.0,1
2025-08-02 06:24:51.570,48.2,140.9,0.0,1
2025-08-02 06:24:51.766,48.2,146.12,0.0,1
2025-08-02 06:24:51.970,48.2,151.7,0.0,1
2025-08-02 06:24:52.230,48.2,160.34,0.0,1
2025-08-02 06:24:52.423,50.0,165.74,0.0,1
2025-08-02 06:24:52.575,50.0,168.62,0.0,1
2025-08-02 06:24:52.702,50.0,174.02,0.0,1
2025-08-02 06:24:52.856,50.0,176.9,0.0,1
2025-08-02 06:24:53.066,50.0,182.3,0.0,1
2025-08-02 06:24:53.193,50.0,187.88,0.0,1
2025-08-02 06:24:53.365,50.0,190.94,0.0,1
2025-08-02 06:24:53.575,50.0,196.7,0.0,1
2025-08-02 06:24:53.717,50.0,203.0,0.0,1
2025-08-02 06:24:53.866,50.0,205.7,0.621371192237334,1
2025-08-02 06:24:53.987,50.0,208.94,0.621371192237334,1
2025-08-02 06:24:54.136,50.0,215.06,0.621371192237334,1
2025-08-02 06:24:54.285,50.0,218.12,0.621371192237334,1
2025-08-02 06:24:54.413,50.0,224.06,0.621371192237334,1
2025-08-02 06:24:54.557,50.0,227.12,0.621371192237334,1
2025-08-02 06:24:54.711,50.0,233.06,0.621371192237334,1
2025-08-02 06:24:54.863,50.0,236.3,0.621371192237334,1
2025-08-02 06:24:54.997,50.0,242.6,0.621371192237334,1
2025-08-02 06:24:55.121,50.0,245.84,0.621371192237334,1
2025-08-02 06:24:55.269,50.0,249.26,1.24274238447467,1
2025-08-02 06:24:55.416,50.0,255.38,1.24274238447467,1
2025-08-02 06:24:55.566,50.0,258.8,1.24274238447467,1
2025-08-02 06:24:55.692,50.0,265.1,1.24274238447467,1
2025-08-02 06:24:55.838,50.0,268.52,1.24274238447467,1
2025-08-02 06:24:55.992,50.0,274.82,1.24274238447467,1
2025-08-02 06:24:56.116,50.0,278.24,1.24274238447467,1
2025-08-02 06:24:56.255,50.0,281.12,1.24274238447467,1
2025-08-02 06:24:56.407,50.0,288.5,1.24274238447467,1
2025-08-02 06:24:56.651,50.0,288.5,1.24274238447467,1
2025-08-02 06:24:56.856,50.0,288.5,1.24274238447467,1
2025-08-02 06:24:57.756,50.0,324.32,1.24274238447467,1
2025-08-02 06:24:57.900,50.0,324.32,1.24274238447467,1
2025-08-02 06:24:58.380,50.0,352.76,1.24274238447467,1
2025-08-02 06:24:58.505,50.0,352.76,0.621371192237334,1
2025-08-02 06:24:59.480,50.0,384.8,0.621371192237334,1
2025-08-02 06:24:59.634,50.0,384.8,0.621371192237334,1
2025-08-02 06:25:01.272,51.8,455.72,0.621371192237334,1
2025-08-02 06:25:01.426,51.8,455.72,0.621371192237334,1
2025-08-02 06:25:01.637,51.8,455.72,0.621371192237334,1
2025-08-02 06:25:03.835,51.8,523.76,0.621371192237334,1
2025-08-02 06:25:03.964,51.8,523.76,0.621371192237334,1
2025-08-02 06:25:04.282,51.8,544.64,0.0,1
2025-08-02 06:25:04.426,53.6,544.64,0.0,1
2025-08-02 06:25:04.576,53.6,544.64,0.0,1
2025-08-02 06:25:05.418,53.6,576.86,0.0,1
2025-08-02 06:25:05.491,53.6,576.86,0.0,1
2025-08-02 06:25:05.586,53.6,576.86,0.0,1
2025-08-02 06:25:05.656,53.6,582.26,0.0,1
2025-08-02 06:25:05.756,53.6,582.26,0.0,1
2025-08-02 06:25:05.900,53.6,582.26,0.0,1
2025-08-02 06:25:07.575,53.6,635.54,0.0,1
2025-08-02 06:25:07.725,55.4,635.54,0.0,1
2025-08-02 06:25:07.798,55.4,635.54,0.0,1
2025-08-02 06:25:07.866,55.4,642.56,0.0,1
2025-08-02 06:25:07.941,55.4,642.56,0.0,1
2025-08-02 06:25:08.007,55.4,642.56,0.0,1
2025-08-02 06:25:08.107,55.4,647.06,0.0,1
2025-08-02 06:25:08.181,55.4,647.06,0.0,1
2025-08-02 06:25:08.248,55.4,647.06,0.0,1
2025-08-02 06:25:08.327,55.4,651.2,0.0,1
2025-08-02 06:25:08.421,55.4,651.2,0.0,1
2025-08-02 06:25:08.597,55.4,651.2,0.0,1
2025-08-02 06:25:08.751,55.4,659.12,0.0,1
2025-08-02 06:25:08.907,55.4,659.12,0.0,1
2025-08-02 06:25:09.079,55.4,659.12,0.0,1
2025-08-02 06:25:09.238,55.4,668.12,0.0,1
2025-08-02 06:25:09.364,55.4,668.12,0.0,1
2025-08-02 06:25:09.458,55.4,668.12,0.0,1
2025-08-02 06:25:09.525,55.4,673.52,0.0,1
2025-08-02 06:25:09.616,55.4,673.52,0.0,1
2025-08-02 06:25:09.758,55.4,673.52,0.0,1
2025-08-02 06:25:09.905,55.4,681.08,0.0,1
2025-08-02 06:25:09.973,55.4,681.08,0.0,1
2025-08-02 06:25:10.091,55.4,681.08,0.0,1
2025-08-02 06:25:10.237,55.4,686.48,0.0,1
2025-08-02 06:25:10.330,55.4,686.48,0.0,1
2025-08-02 06:25:10.472,55.4,686.48,0.0,1
2025-08-02 06:25:10.553,55.4,691.52,0.0,1
2025-08-02 06:25:10.623,55.4,691.52,0.0,1
2025-08-02 06:25:10.721,55.4,691.52,0.0,1
2025-08-02 06:25:10.819,55.4,696.56,0.0,1
2025-08-02 06:25:10.969,55.4,696.56,0.0,1
2025-08-02 06:25:11.123,55.4,696.56,0.0,1
2025-08-02 06:25:11.300,55.4,704.12,0.0,1
2025-08-02 06:25:11.462,57.2,704.12,0.0,1
2025-08-02 06:25:11.581,57.2,704.12,0.0,1
2025-08-02 06:25:11.788,57.2,711.68,0.0,1
2025-08-02 06:25:11.915,57.2,711.68,0.0,1
2025-08-02 06:25:12.051,57.2,711.68,0.0,1
2025-08-02 06:25:12.225,57.2,717.44,0.0,1
