time,coolant (degF),catalyst (degF),speed (mph),engine
2025-08-02 06:27:24.736,95.0,807.62,0.0,1
2025-08-02 06:27:24.886,95.0,807.44,0.0,1
2025-08-02 06:27:24.963,95.0,807.44,0.0,1
2025-08-02 06:27:25.111,95.0,807.44,0.0,1
2025-08-02 06:27:25.184,95.0,807.26,0.0,1
2025-08-02 06:27:25.282,95.0,807.26,0.0,1
2025-08-02 06:27:25.462,95.0,807.26,0.0,1
2025-08-02 06:27:25.601,95.0,807.08,0.0,1
2025-08-02 06:27:25.751,95.0,807.08,0.0,1
2025-08-02 06:27:25.826,95.0,807.08,0.0,1
2025-08-02 06:27:25.902,95.0,806.9,0.0,1
2025-08-02 06:27:25.990,95.0,806.9,0.0,1
2025-08-02 06:27:26.138,95.0,806.9,0.0,1
2025-08-02 06:27:26.285,95.0,806.54,0.0,1
2025-08-02 06:27:26.382,95.0,806.54,0.0,1
2025-08-02 06:27:26.575,95.0,806.54,0.0,1
2025-08-02 06:27:26.889,95.0,806.18,0.0,1
2025-08-02 06:27:27.050,95.0,806.18,0.0,1
2025-08-02 06:27:27.158,95.0,806.18,0.0,1
2025-08-02 06:27:27.251,95.0,806.0,0.0,1
2025-08-02 06:27:27.394,95.0,806.0,0.0,1
2025-08-02 06:27:27.470,95.0,806.0,0.0,1
2025-08-02 06:27:27.545,95.0,805.82,0.0,1
2025-08-02 06:27:27.613,95.0,805.82,0.0,1
2025-08-02 06:27:27.762,95.0,805.82,0.0,1
2025-08-02 06:27:27.853,95.0,805.64,0.0,1
2025-08-02 06:27:28.002,95.0,805.64,0.0,1
2025-08-02 06:27:28.154,95.0,805.64,0.0,1
2025-08-02 06:27:28.231,95.0,805.28,0.0,1
2025-08-02 06:27:28.302,95.0,805.28,0.0,1
2025-08-02 06:27:28.446,95.0,805.28,0.0,1
2025-08-02 06:27:28.555,95.0,805.1,0.0,1
2025-08-02 06:27:28.701,96.8,805.1,0.0,1
2025-08-02 06:27:28.851,96.8,805.1,0.0,1
2025-08-02 06:27:29.033,96.8,804.92,0.0,1
2025-08-02 06:27:29.167,96.8,804.92,0.0,1
2025-08-02 06:27:29.263,96.8,804.92,0.0,1
2025-08-02 06:27:29.406,96.8,804.56,0.0,1
2025-08-02 06:27:29.507,96.8,804.56,0.0,1
2025-08-02 06:27:29.650,96.8,804.56,0.0,1
2025-08-02 06:27:29.812,96.8,804.38,0.0,1
2025-08-02 06:27:29.996,96.8,804.38,0.0,1
2025-08-02 06:27:30.122,96.8,804.38,0.0,1
2025-08-02 06:27:30.196,96.8,804.2,0.0,1
2025-08-02 06:27:30.266,96.8,804.2,0.0,1
2025-08-02 06:27:30.364,96.8,804.2,0.0,1
2025-08-02 06:27:30.514,96.8,804.02,0.0,1
2025-08-02 06:27:30.613,96.8,804.02,0.0,1
2025-08-02 06:27:30.765,96.8,804.02,0.0,1
2025-08-02 06:27:30.923,96.8,803.84,0.0,1
2025-08-02 06:27:31.091,96.8,803.84,0.0,1
2025-08-02 06:27:31.248,96.8,803.84,0.0,1
2025-08-02 06:27:31.400,96.8,803.48,0.0,1
2025-08-02 06:27:31.572,96.8,803.48,0.0,1
2025-08-02 06:27:31.774,96.8,803.48,0.0,1
2025-08-02 06:27:31.979,96.8,803.12,0.0,1
2025-08-02 06:27:32.113,96.8,803.12,0.0,1
2025-08-02 06:27:32.187,96.8,803.12,0.0,1
2025-08-02 06:27:32.278,96.8,802.94,0.0,1
2025-08-02 06:27:32.369,96.8,802.94,0.0,1
2025-08-02 06:27:32.540,96.8,802.94,0.0,1
2025-08-02 06:27:32.691,96.8,802.76,0.0,1
2025-08-02 06:27:32.838,96.8,802.76,0.0,1
2025-08-02 06:27:33.021,96.8,802.76,0.0,1
2025-08-02 06:27:33.170,96.8,802.4,0.0,1
2025-08-02 06:27:33.317,96.8,802.4,0.0,1
2025-08-02 06:27:33.495,96.8,802.4,0.0,1
2025-08-02 06:27:33.645,96.8,802.22,0.0,1
2025-08-02 06:27:33.799,96.8,802.22,0.0,1
2025-08-02 06:27:33.982,96.8,802.22,0.0,1
2025-08-02 06:27:34.136,96.8,801.86,0.0,1
2025-08-02 06:27:34.262,96.8,801.86,0.0,1
2025-08-02 06:27:34.356,96.8,801.86,0.0,1
2025-08-02 06:27:34.424,96.8,801.68,0.0,1
2025-08-02 06:27:34.524,96.8,801.68,0.0,1
2025-08-02 06:27:34.674,96.8,801.68,0.0,1
2025-08-02 06:27:34.804,96.8,801.5,0.0,1
2025-08-02 06:27:34.872,96.8,801.5,0.0,1
2025-08-02 06:27:34.948,96.8,801.5,0.0,1
2025-08-02 06:27:35.047,96.8,801.32,0.0,1
2025-08-02 06:27:35.143,96.8,801.32,0.0,1
2025-08-02 06:27:35.286,96.8,801.32,0.0,1
2025-08-02 06:27:35.389,96.8,801.14,0.0,1
2025-08-02 06:27:35.537,96.8,801.14,0.0,1
2025-08-02 06:27:35.692,96.8,801.14,0.0,1
2025-08-02 06:27:35.873,96.8,800.78,0.0,1
2025-08-02 06:27:36.001,96.8,800.78,0.0,1
2025-08-02 06:27:36.077,96.8,800.78,0.0,1
2025-08-02 06:27:36.232,96.8,800.6,0.0,1
2025-08-02 06:27:36.408,96.8,800.6,0.0,1
2025-08-02 06:27:36.577,96.8,800.6,0.0,1
2025-08-02 06:27:36.715,96.8,800.42,0.0,1
2025-08-02 06:27:36.917,96.8,800.42,0.0,1
2025-08-02 06:27:37.111,96.8,800.42,0.0,1
2025-08-02 06:27:37.266,96.8,800.06,0.0,1
2025-08-02 06:27:37.362,96.8,800.06,0.0,1
2025-08-02 06:27:37.518,96.8,800.06,0.0,1
2025-08-02 06:27:37.669,96.8,799.88,0.0,1
2025-08-02 06:27:37.843,98.6,799.88,0.0,1
2025-08-02 06:27:37.994,98.6,799.88,0.0,1
2025-08-02 06:27:38.149,98.6,799.52,0.0,1
2025-08-02 06:27:38.333,98.6,799.52,0.0,1
2025-08-02 06:27:38.483,98.6,799.52,0.0,1
2025-08-02 06:27:38.632,98.6,799.34,0.0,1
2025-08-02 06:27:38.789,98.6,799.34,0.0,1
2025-08-02 06:27:38.954,98.6,799.34,0.0,1
2025-08-02 06:27:39.105,98.6,798.98,0.0,1
2025-08-02 06:27:39.178,98.6,798.98,0.0,1
2025-08-02 06:27:39.247,98.6,798.98,0.0,1
2025-08-02 06:27:39.316,98.6,798.8,0.0,1
2025-08-02 06:27:39.418,98.6,798.8,0.0,1
2025-08-02 06:27:39.602,98.6,798.8,0.0,1
2025-08-02 06:27:39.730,98.6,798.62,0.0,1
2025-08-02 06:27:39.878,98.6,798.62,0.0,1
2025-08-02 06:27:39.971,98.6,798.62,0.0,1
2025-08-02 06:27:40.118,98.6,798.44,0.0,1
2025-08-02 06:27:40.274,98.6,798.44,0.0,1
2025-08-02 06:27:40.426,98.6,798.44,0.0,1
2025-08-02 06:27:40.601,98.6,798.08,0.0,1
2025-08-02 06:27:40.751,98.6,798.08,0.0,1
2025-08-02 06:27:40.895,98.6,798.08,0.0,1
2025-08-02 06:27:40.993,98.6,797.9,0.0,1
2025-08-02 06:27:41.136,98.6,797.9,0.0,1
2025-08-02 06:27:41.235,98.6,797.9,0.0,1
2025-08-02 06:27:41.380,98.6,797.72,0.0,1
2025-08-02 06:27:41.574,98.6,797.72,0.0,1
2025-08-02 06:27:41.777,98.6,797.72,0.0,1
2025-08-02 06:27:41.975,98.6,797.36,0.0,1
2025-08-02 06:27:42.192,98.6,797.36,0.0,1
2025-08-02 06:27:42.347,98.6,797.36,0.0,1
2025-08-02 06:27:42.503,98.6,797.18,0.0,1
2025-08-02 06:27:42.690,98.6,797.18,0.0,1
2025-08-02 06:27:42.809,98.6,797.18,0.0,1
2025-08-02 06:27:42.878,98.6,796.82,0.0,1
2025-08-02 06:27:42.980,98.6,796.82,0.0,1
2025-08-02 06:27:43.045,98.6,796.82,0.0,1
2025-08-02 06:27:43.133,98.6,796.82,0.0,1
2025-08-02 06:27:43.199,98.6,796.82,0.0,1
2025-08-02 06:27:43.266,98.6,796.82,0.0,1
2025-08-02 06:27:43.333,98.6,796.64,0.0,1
2025-08-02 06:27:43.426,98.6,796.64,0.0,1
2025-08-02 06:27:43.573,98.6,796.64,0.0,1
2025-08-02 06:27:43.728,98.6,796.46,0.0,1
2025-08-02 06:27:43.909,98.6,796.46,0.0,1
2025-08-02 06:27:44.065,98.6,796.46,0.0,1
2025-08-02 06:27:44.193,98.6,796.28,0.0,1
2025-08-02 06:27:44.267,98.6,796.28,0.0,1
2025-08-02 06:27:44.335,98.6,796.28,0.0,1
2025-08-02 06:27:44.434,98.6,796.1,0.0,1
2025-08-02 06:27:44.581,98.6,796.1,0.0,1
2025-08-02 06:27:44.650,98.6,796.1,0.0,1
2025-08-02 06:27:44.754,98.6,795.92,0.0,1
2025-08-02 06:27:44.908,98.6,795.92,0.0,1
2025-08-02 06:27:45.037,98.6,795.92,0.0,1
2025-08-02 06:27:45.130,98.6,795.74,0.0,1
2025-08-02 06:27:45.276,98.6,795.74,0.0,1
2025-08-02 06:27:45.427,98.6,795.74,0.0,1
2025-08-02 06:27:45.574,98.6,795.56,0.0,1
2025-08-02 06:27:45.646,98.6,795.56,0.0,1
2025-08-02 06:27:45.716,98.6,795.56,0.0,1
2025-08-02 06:27:45.787,98.6,795.38,0.0,1
2025-08-02 06:27:45.881,98.6,795.38,0.0,1
2025-08-02 06:27:46.027,98.6,795.38,0.0,1
2025-08-02 06:27:46.176,98.6,795.2,0.0,1
2025-08-02 06:27:46.269,98.6,795.2,0.0,1
2025-08-02 06:27:46.412,98.6,795.2,0.0,1
2025-08-02 06:27:46.573,98.6,795.02,0.0,1
2025-08-02 06:27:46.778,100.4,795.02,0.0,1
2025-08-02 06:27:47.048,100.4,795.02,0.0,1
2025-08-02 06:27:47.226,100.4,794.66,0.0,1
2025-08-02 06:27:47.386,100.4,794.66,0.0,1
2025-08-02 06:27:47.543,100.4,794.66,0.0,1
2025-08-02 06:27:47.726,100.4,794.48,0.0,1
2025-08-02 06:27:47.856,100.4,794.48,0.0,1
2025-08-02 06:27:48.009,100.4,794.48,0.0,1
2025-08-02 06:27:48.107,100.4,794.3,0.0,1
2025-08-02 06:27:48.254,100.4,794.3,0.0,1
2025-08-02 06:27:48.402,100.4,794.3,0.0,1
2025-08-02 06:27:48.492,100.4,793.94,0.0,1
2025-08-02 06:27:48.635,100.4,793.94,0.0,1
2025-08-02 06:27:48.730,100.4,793.94,0.0,1
2025-08-02 06:27:48.874,100.4,793.76,0.0,1
2025-08-02 06:27:48.941,100.4,793.76,0.0,1
2025-08-02 06:27:49.029,100.4,793.76,0.0,1
2025-08-02 06:27:49.119,100.4,793.76,0.0,1
2025-08-02 06:27:49.266,100.4,793.76,0.0,1
2025-08-02 06:27:49.425,100.4,793.76,0.0,1
2025-08-02 06:27:49.498,100.4,793.58,0.0,1
2025-08-02 06:27:49.597,100.4,793.58,0.0,1
2025-08-02 06:27:49.696,100.4,793.58,0.0,1
2025-08-02 06:27:49.839,100.4,793.4,0.0,1
2025-08-02 06:27:49.994,100.4,793.4,0.0,1
2025-08-02 06:27:50.067,100.4,793.4,0.0,1
2025-08-02 06:27:50.164,100.4,793.22,0.0,1
2025-08-02 06:27:50.313,100.4,793.22,0.0,1
2025-08-02 06:27:50.459,100.4,793.22,0.0,1
2025-08-02 06:27:50.556,100.4,793.04,0.0,1
2025-08-02 06:27:50.625,100.4,793.04,0.0,1
2025-08-02 06:27:50.719,100.4,793.04,0.0,1
2025-08-02 06:27:50.864,100.4,792.86,0.0,1
2025-08-02 06:27:51.014,100.4,792.86,0.0,1
2025-08-02 06:27:51.085,100.4,792.86,0.0,1
2025-08-02 06:27:51.176,100.4,792.86,0.0,1
2025-08-02 06:27:51.246,100.4,792.86,0.0,1
2025-08-02 06:27:51.345,100.4,792.86,0.0,1
2025-08-02 06:27:51.495,100.4,792.68,0.0,1
2025-08-02 06:27:51.727,100.4,792.68,0.0,1
2025-08-02 06:27:51.934,100.4,792.68,0.0,1
2025-08-02 06:27:52.059,100.4,792.32,0.0,1
2025-08-02 06:27:52.207,100.4,792.32,0.0,1
2025-08-02 06:27:52.305,100.4,792.32,0.0,1
2025-08-02 06:27:52.453,100.4,792.14,0.0,1
2025-08-02 06:27:52.602,100.4,792.14,0.0,1
2025-08-02 06:27:52.701,100.4,792.14,0.0,1
2025-08-02 06:27:52.877,100.4,791.96,0.0,1
2025-08-02 06:27:53.029,100.4,791.96,0.0,1
2025-08-02 06:27:53.182,100.4,791.96,0.0,1
2025-08-02 06:27:53.308,100.4,791.78,0.0,1
2025-08-02 06:27:53.404,100.4,791.78,0.0,1
2025-08-02 06:27:53.552,100.4,791.78,0.0,1
2025-08-02 06:27:53.713,100.4,791.6,0.0,1
2025-08-02 06:27:53.900,100.4,791.6,0.0,1
2025-08-02 06:27:54.055,100.4,791.6,0.0,1
2025-08-02 06:27:54.205,100.4,791.42,0.0,1
2025-08-02 06:27:54.374,100.4,791.42,0.0,1
2025-08-02 06:27:54.526,100.4,791.42,0.0,1
2025-08-02 06:27:54.682,100.4,791.24,0.0,1
2025-08-02 06:27:54.856,100.4,791.24,0.0,1
2025-08-02 06:27:55.014,100.4,791.24,0.0,1
2025-08-02 06:27:55.167,100.4,791.06,0.0,1
2025-08-02 06:27:55.321,100.4,791.06,0.0,1
2025-08-02 06:27:55.479,100.4,791.06,0.0,1
2025-08-02 06:27:55.635,100.4,790.7,0.0,1
2025-08-02 06:27:55.709,100.4,790.7,0.0,1
2025-08-02 06:27:55.775,100.4,790.7,0.0,1
2025-08-02 06:27:55.842,100.4,790.7,0.0,1
2025-08-02 06:27:55.933,100.4,790.7,0.0,1
2025-08-02 06:27:56.032,100.4,790.7,0.0,1
2025-08-02 06:27:56.253,100.4,790.7,0.0,1
2025-08-02 06:27:56.350,100.4,790.7,0.0,1
2025-08-02 06:27:56.499,100.4,790.34,0.0,1
2025-08-02 06:27:56.657,102.2,790.34,0.0,1
2025-08-02 06:27:56.859,102.2,790.34,0.0,1
2025-08-02 06:27:57.066,102.2,790.16,0.0,1
2025-08-02 06:27:57.212,102.2,790.16,0.0,1
2025-08-02 06:27:57.310,102.2,790.16,0.0,1
2025-08-02 06:27:57.455,102.2,789.98,0.0,1
2025-08-02 06:27:57.552,102.2,789.98,0.0,1
2025-08-02 06:27:57.696,102.2,789.98,0.0,1
2025-08-02 06:27:57.845,102.2,789.8,0.0,1
2025-08-02 06:27:57.965,102.2,789.8,0.0,1
2025-08-02 06:27:58.090,102.2,789.8,0.0,1
2025-08-02 06:27:58.236,102.2,789.62,0.0,1
2025-08-02 06:27:58.333,102.2,789.62,0.0,1
2025-08-02 06:27:58.477,102.2,789.62,0.0,1
2025-08-02 06:27:58.630,102.2,789.44,0.0,1
2025-08-02 06:27:58.734,102.2,789.44,0.0,1
2025-08-02 06:27:58.880,102.2,789.44,0.0,1
2025-08-02 06:27:59.035,102.2,789.26,0.0,1
2025-08-02 06:27:59.219,102.2,789.26,0.0,1
2025-08-02 06:27:59.351,102.2,789.26,0.0,1
2025-08-02 06:27:59.499,102.2,789.08,0.0,1
2025-08-02 06:27:59.594,102.2,789.08,0.0,1
2025-08-02 06:27:59.742,102.2,789.08,0.0,1
2025-08-02 06:27:59.898,102.2,788.9,0.0,1
2025-08-02 06:28:00.074,102.2,788.9,0.0,1
2025-08-02 06:28:00.232,102.2,788.9,0.0,1
2025-08-02 06:28:00.387,102.2,788.72,0.0,1
2025-08-02 06:28:00.557,102.2,788.72,0.0,1
2025-08-02 06:28:00.707,102.2,788.72,0.0,1
2025-08-02 06:28:00.857,102.2,788.54,0.0,1
2025-08-02 06:28:00.931,102.2,788.54,0.0,1
2025-08-02 06:28:00.997,102.2,788.54,0.0,1
2025-08-02 06:28:01.088,102.2,788.36,0.0,1
2025-08-02 06:28:01.158,102.2,788.36,0.0,1
2025-08-02 06:28:01.223,102.2,788.36,0.0,1
2025-08-02 06:28:01.315,102.2,788.36,0.0,1
2025-08-02 06:28:01.385,102.2,788.36,0.0,1
2025-08-02 06:28:01.486,102.2,788.36,0.0,1
2025-08-02 06:28:01.647,102.2,788.18,0.0,1
2025-08-02 06:28:01.782,102.2,788.18,0.0,1
2025-08-02 06:28:01.982,102.2,788.18,0.0,1
2025-08-02 06:28:02.200,102.2,788.0,0.0,1
2025-08-02 06:28:02.358,102.2,788.0,0.0,1
2025-08-02 06:28:02.649,102.2,788.0,0.0,1
2025-08-02 06:28:02.748,102.2,787.64,0.0,1
2025-08-02 06:28:02.895,102.2,787.64,0.0,1
2025-08-02 06:28:03.048,102.2,787.64,0.0,1
2025-08-02 06:28:03.219,102.2,787.46,0.0,1
2025-08-02 06:28:03.368,102.2,787.46,0.0,1
2025-08-02 06:28:03.519,102.2,787.46,0.0,1
2025-08-02 06:28:03.618,102.2,787.28,0.0,1
2025-08-02 06:28:03.764,102.2,787.28,0.0,1
2025-08-02 06:28:03.917,102.2,787.28,0.0,1
2025-08-02 06:28:04.099,102.2,787.1,0.0,1
2025-08-02 06:28:04.254,102.2,787.1,0.0,1
2025-08-02 06:28:04.397,102.2,787.1,0.0,1
2025-08-02 06:28:04.585,102.2,786.92,0.0,1
2025-08-02 06:28:04.718,102.2,786.92,0.0,1
2025-08-02 06:28:04.810,102.2,786.92,0.0,1
2025-08-02 06:28:04.960,102.2,786.74,0.0,1
2025-08-02 06:28:05.106,102.2,786.74,0.0,1
2025-08-02 06:28:05.177,102.2,786.74,0.0,1
2025-08-02 06:28:05.248,102.2,786.74,0.0,1
2025-08-02 06:28:05.314,102.2,786.74,0.0,1
2025-08-02 06:28:05.403,102.2,786.74,0.0,1
2025-08-02 06:28:05.480,102.2,786.56,0.0,1
2025-08-02 06:28:05.657,102.2,786.56,0.0,1
2025-08-02 06:28:05.811,102.2,786.56,0.0,1
2025-08-02 06:28:05.962,102.2,786.38,0.0,1
2025-08-02 06:28:06.147,102.2,786.38,0.0,1
2025-08-02 06:28:06.273,102.2,786.38,0.0,1
2025-08-02 06:28:06.348,102.2,786.2,0.0,1
2025-08-02 06:28:06.417,102.2,786.2,0.0,1
2025-08-02 06:28:06.516,102.2,786.2,0.0,1
2025-08-02 06:28:06.732,102.2,786.02,0.0,1
2025-08-02 06:28:06.938,104.0,786.02,0.0,1
2025-08-02 06:28:07.068,104.0,786.02,0.0,1
2025-08-02 06:28:07.308,104.0,786.02,0.0,1
2025-08-02 06:28:07.485,104.0,786.02,0.0,1
2025-08-02 06:28:07.637,104.0,785.66,0.0,1
2025-08-02 06:28:07.785,104.0,785.66,0.0,1
2025-08-02 06:28:07.860,104.0,785.66,0.0,1
2025-08-02 06:28:07.963,104.0,785.48,0.0,1
2025-08-02 06:28:08.118,104.0,785.48,0.0,1
2025-08-02 06:28:08.282,104.0,785.48,0.0,1
2025-08-02 06:28:08.428,104.0,785.48,0.0,1
2025-08-02 06:28:08.502,104.0,785.48,0.0,1
2025-08-02 06:28:08.603,104.0,785.48,0.0,1
2025-08-02 06:28:08.749,104.0,785.3,0.0,1
2025-08-02 06:28:08.898,104.0,785.3,0.0,1
2025-08-02 06:28:09.080,104.0,785.3,0.0,1
2025-08-02 06:28:09.238,104.0,785.12,0.0,1
2025-08-02 06:28:09.369,104.0,785.12,0.0,1
2025-08-02 06:28:09.481,104.0,785.12,0.0,1
2025-08-02 06:28:09.643,104.0,784.94,0.0,1
2025-08-02 06:28:09.799,104.0,784.94,0.0,1
2025-08-02 06:28:09.959,104.0,784.94,0.0,1
2025-08-02 06:28:10.115,104.0,784.76,0.0,1
2025-08-02 06:28:10.267,104.0,784.76,0.0,1
2025-08-02 06:28:10.418,104.0,784.76,0.0,1
2025-08-02 06:28:10.523,104.0,784.58,0.0,1
2025-08-02 06:28:10.673,104.0,784.58,0.0,1
2025-08-02 06:28:10.817,104.0,784.58,0.0,1
2025-08-02 06:28:11.049,104.0,784.58,0.0,1
2025-08-02 06:28:11.198,104.0,784.58,0.0,1
2025-08-02 06:28:11.287,104.0,784.4,0.0,1
2025-08-02 06:28:11.354,104.0,784.4,0.0,1
2025-08-02 06:28:11.446,104.0,784.4,0.0,1
2025-08-02 06:28:11.586,104.0,784.22,0.0,1
2025-08-02 06:28:11.792,104.0,784.22,0.0,1
2025-08-02 06:28:11.994,104.0,784.22,0.0,1
2025-08-02 06:28:12.147,104.0,784.04,0.0,1
2025-08-02 06:28:12.218,104.0,784.04,0.0,1
2025-08-02 06:28:12.317,104.0,784.04,0.0,1
2025-08-02 06:28:12.465,104.0,783.86,0.0,1
2025-08-02 06:28:12.542,104.0,783.86,0.0,1
2025-08-02 06:28:12.614,104.0,783.86,0.0,1
2025-08-02 06:28:12.703,104.0,783.86,0.0,1
2025-08-02 06:28:12.845,104.0,783.86,0.0,1
2025-08-02 06:28:13.001,104.0,783.86,0.0,1
2025-08-02 06:28:13.157,104.0,783.68,0.0,1
2025-08-02 06:28:13.328,104.0,783.68,0.0,1
2025-08-02 06:28:13.477,104.0,783.68,0.0,1
2025-08-02 06:28:13.629,104.0,783.5,0.0,1
2025-08-02 06:28:13.724,104.0,783.5,0.0,1
2025-08-02 06:28:13.871,104.0,783.5,0.0,1
2025-08-02 06:28:14.023,104.0,783.32,0.0,1
2025-08-02 06:28:14.198,104.0,783.32,0.0,1
2025-08-02 06:28:14.348,104.0,783.32,0.0,1
2025-08-02 06:28:14.495,104.0,783.14,0.0,1
2025-08-02 06:28:14.603,104.0,783.14,0.0,1
2025-08-02 06:28:14.749,104.0,783.14,0.0,1
2025-08-02 06:28:14.909,104.0,783.14,0.0,1
2025-08-02 06:28:15.029,104.0,783.14,0.0,1
2025-08-02 06:28:15.121,104.0,783.14,0.0,1
2025-08-02 06:28:15.293,104.0,782.96,0.0,1
2025-08-02 06:28:15.423,104.0,782.96,0.0,1
2025-08-02 06:28:15.530,104.0,782.96,0.0,1
2025-08-02 06:28:15.681,104.0,782.78,0.0,1
2025-08-02 06:28:15.825,104.0,782.78,0.0,1
2025-08-02 06:28:15.915,104.0,782.78,0.0,1
2025-08-02 06:28:16.060,104.0,782.6,0.0,1
2025-08-02 06:28:16.157,104.0,782.6,0.0,1
2025-08-02 06:28:16.301,104.0,782.6,0.0,1
2025-08-02 06:28:16.453,104.0,782.6,0.0,1
2025-08-02 06:28:16.573,104.0,782.6,0.0,1
2025-08-02 06:28:16.710,104.0,782.6,0.0,1
2025-08-02 06:28:16.840,104.0,782.42,0.0,1
2025-08-02 06:28:17.051,104.0,782.42,0.0,1
2025-08-02 06:28:17.170,104.0,782.42,0.0,1
2025-08-02 06:28:17.317,104.0,782.24,0.0,1
2025-08-02 06:28:17.468,104.0,782.24,0.0,1
2025-08-02 06:28:17.658,104.0,782.24,0.0,1
2025-08-02 06:28:17.810,104.0,782.06,0.0,1
2025-08-02 06:28:17.964,105.8,782.06,0.0,1
2025-08-02 06:28:18.140,105.8,782.06,0.0,1
2025-08-02 06:28:18.293,105.8,781.88,0.0,1
2025-08-02 06:28:18.423,105.8,781.88,0.0,1
2025-08-02 06:28:18.526,105.8,781.88,0.0,1
2025-08-02 06:28:18.676,105.8,781.7,0.0,1
2025-08-02 06:28:18.825,105.8,781.7,0.0,1
2025-08-02 06:28:19.011,105.8,781.7,0.0,1
2025-08-02 06:28:19.159,105.8,781.52,0.0,1
2025-08-02 06:28:19.306,105.8,781.52,0.0,1
2025-08-02 06:28:19.485,105.8,781.52,0.0,1
2025-08-02 06:28:19.649,105.8,781.34,0.0,1
2025-08-02 06:28:19.781,105.8,781.34,0.0,1
2025-08-02 06:28:19.878,105.8,781.34,0.0,1
2025-08-02 06:28:20.023,105.8,781.34,0.0,1
2025-08-02 06:28:20.172,105.8,781.34,0.0,1
2025-08-02 06:28:20.269,105.8,781.34,0.0,1
2025-08-02 06:28:20.415,105.8,781.16,0.0,1
2025-08-02 06:28:20.569,105.8,781.16,0.0,1
2025-08-02 06:28:20.748,105.8,781.16,0.0,1
2025-08-02 06:28:20.908,105.8,780.98,0.0,1
2025-08-02 06:28:21.033,105.8,780.98,0.0,1
2025-08-02 06:28:21.103,105.8,780.98,0.0,1
2025-08-02 06:28:21.205,105.8,780.8,0.0,1
2025-08-02 06:28:21.328,105.8,780.8,0.0,1
2025-08-02 06:28:21.402,105.8,780.8,0.0,1
2025-08-02 06:28:21.492,105.8,780.8,0.0,1
2025-08-02 06:28:21.656,105.8,780.8,0.0,1
2025-08-02 06:28:21.778,105.8,780.8,0.0,1
2025-08-02 06:28:21.982,105.8,780.62,0.0,1
2025-08-02 06:28:22.125,105.8,780.62,0.0,1
2025-08-02 06:28:22.197,105.8,780.62,0.0,1
2025-08-02 06:28:22.286,105.8,780.44,0.0,1
2025-08-02 06:28:22.455,105.8,780.44,0.0,1
2025-08-02 06:28:22.600,105.8,780.44,0.0,1
2025-08-02 06:28:22.848,105.8,780.44,0.0,1
2025-08-02 06:28:23.003,105.8,780.44,0.0,1
2025-08-02 06:28:23.134,105.8,780.26,0.0,1
2025-08-02 06:28:23.207,105.8,780.26,0.0,1
2025-08-02 06:28:23.282,105.8,780.26,0.0,1
2025-08-02 06:28:23.349,105.8,780.08,0.0,1
2025-08-02 06:28:23.437,105.8,780.08,0.0,1
2025-08-02 06:28:23.505,105.8,780.08,0.0,1
2025-08-02 06:28:23.595,105.8,780.08,0.0,1
2025-08-02 06:28:23.685,105.8,780.08,0.0,1
2025-08-02 06:28:23.762,105.8,780.08,0.0,1
2025-08-02 06:28:23.832,105.8,779.9,0.0,1
2025-08-02 06:28:23.977,105.8,779.9,0.0,1
2025-08-02 06:28:24.078,105.8,779.9,0.0,1
2025-08-02 06:28:24.223,105.8,779.9,0.0,1
2025-08-02 06:28:24.379,105.8,779.9,0.0,1
2025-08-02 06:28:24.554,105.8,779.9,0.0,1
2025-08-02 06:28:24.708,105.8,779.72,0.0,1
2025-08-02 06:28:24.846,105.8,779.72,0.0,1
2025-08-02 06:28:24.937,105.8,779.72,0.0,1
2025-08-02 06:28:25.003,105.8,779.54,0.0,1
2025-08-02 06:28:25.101,105.8,779.54,0.0,1
2025-08-02 06:28:25.249,105.8,779.54,0.0,1
2025-08-02 06:28:25.405,105.8,779.54,0.0,1
2025-08-02 06:28:25.583,105.8,779.54,0.0,1
2025-08-02 06:28:25.708,105.8,779.54,0.0,1
2025-08-02 06:28:25.778,105.8,779.36,0.0,1
2025-08-02 06:28:25.874,105.8,779.36,0.0,1
2025-08-02 06:28:26.021,105.8,779.36,0.0,1
2025-08-02 06:28:26.179,105.8,779.18,0.0,1
2025-08-02 06:28:26.359,105.8,779.18,0.0,1
2025-08-02 06:28:26.513,105.8,779.18,0.0,1
2025-08-02 06:28:26.651,105.8,779.0,0.0,1
2025-08-02 06:28:26.848,105.8,779.0,0.0,1
2025-08-02 06:28:27.117,105.8,779.0,0.0,1
2025-08-02 06:28:27.221,105.8,779.0,0.0,1
2025-08-02 06:28:27.366,105.8,779.0,0.0,1
2025-08-02 06:28:27.464,105.8,779.0,0.0,1
2025-08-02 06:28:27.611,105.8,778.82,0.0,1
2025-08-02 06:28:27.764,105.8,778.82,0.0,1
2025-08-02 06:28:27.844,105.8,778.82,0.0,1
2025-08-02 06:28:27.914,105.8,778.64,0.0,1
2025-08-02 06:28:28.006,105.8,778.64,0.0,1
2025-08-02 06:28:28.078,105.8,778.64,0.0,1
2025-08-02 06:28:28.146,105.8,778.64,0.0,1
2025-08-02 06:28:28.246,107.6,778.64,0.0,1
2025-08-02 06:28:28.398,107.6,778.64,0.0,1
2025-08-02 06:28:28.582,107.6,778.46,0.0,1
2025-08-02 06:28:28.710,107.6,778.46,0.0,1
2025-08-02 06:28:28.781,107.6,778.46,0.0,1
2025-08-02 06:28:28.873,107.6,778.46,0.0,1
